"Scientific name","New","Common name","Clade","Taxon ID","Assembly name","Accession","Genome size (bps)","Annotation provider","Annotation","Genome","RNA Seq"
"Molothrus ater","","Brown-headed Cowbird","Birds","84834","BPBGC_Mater_1.0","GCA_012460135.1","1,087,312,585","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Monodon monoceros","","Narwhal","Mammals","40151","NGI_Narwhal_1","GCA_005190385.2","2,355,574,979","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Monomorium pharaonis","","Pharaoh ant (MP-MQ-018)","Arthropods","307658","GCA013373865v2","GCA_013373865.2","325,506,644","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Mus minutoides","","Southern African pygmy mouse","Mammals","10105","Mus_minutoides_I2396_v1","GCA_902729485.1","2,419,477,202","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Mus minutoides","","Southern African pygmy mouse","Mammals","10105","Mus_minutoides_I6164_v1","GCA_902729475.1","2,619,676,278","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Mustela erminea","","Ermine","Mammals","36723","mMusErm1.Pri","GCA_009829155.1","2,445,217,270","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Mustela putorius","","European polecat","Mammals","9668","polecat_10x_lmp_","GCA_902460205.1","2,464,261,309","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Myodes glareolus","","Bank vole","Mammals","447135","ASM436859v1","GCA_004368595.1","2,396,208,714","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Myripristis murdjan","","Pinecone soldierfish","Fish","586833","fMyrMur1.1","GCA_902150065.1","835,254,674","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Mythimna ferrago","","Moths","Lepidoptera","997540","ilMytFerr1.1_alternate_haplotype","GCA_910589535.1","878,306,880","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Mythimna ferrago","","Moths","Lepidoptera","997540","ilMytFerr1.1","GCA_910589285.1","861,026,674","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Mythimna impura","","Moths","Lepidoptera","987985","ilMytImpu1.1","GCA_905147345.1","949,116,451","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Mythimna impura","","Moths","Lepidoptera","987985","ilMytImpu1.1_alternate_haplotype","GCA_905147275.1","975,869,290","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Naja naja","","Indian cobra","Reptiles","35670","Nana_v5","GCA_009733165.1","1,768,535,092","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Neomonachus schauinslandi","","Hawaiian monk seal","Mammals","29088","ASM220157v1","GCA_002201575.1","2,400,934,290","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Nomada fabriciana","","Bees","Arthropods","601510","iyNomFabr1.1","GCA_907165295.1","233,584,371","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nomada fabriciana","","Bees","Arthropods","601510","iyNomFabr1.1_alternate_haplotype","GCA_907165305.1","223,271,312","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nothobranchius furzeri","","Turquoise killifish","Fish","105023","Nfu_20140520","GCA_001465895.2","1,242,518,059","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nothobranchius kuhntae","","Beira killifish","Fish","321403","MPIBA_Nkuh_1.0","GCA_006942095.1","1,122,656,415","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Notodonta dromedarius","","Moths","Lepidoptera","753204","ilNotDrom1.1","GCA_905147325.1","341,975,702","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Notodonta dromedarius","","Moths","Lepidoptera","753204","ilNotDrom1.1_alternate_haplotype","GCA_905147855.1","339,672,555","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Notolabrus celidotus","","New Zealand spotty","Fish","1203425","fNotCel1.pri","GCA_009762535.1","846,744,125","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nymphalis polychloros","","Blackleg tortoiseshell","Lepidoptera","171594","ilNymPoly1.1_alternate_haplotype","GCA_905220575.1","375,036,897","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nymphalis polychloros","","Blackleg tortoiseshell","Lepidoptera","171594","ilNymPoly1.1","GCA_905220585.1","398,097,521","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nymphalis urticae","","Small tortoiseshell","Lepidoptera","111881","ilAglUrti1.1_alternate_haplotype","GCA_905147055.1","392,919,256","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nymphalis urticae","","Small tortoiseshell","Lepidoptera","111881","ilAglUrti1.1","GCA_905147175.1","392,803,606","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Nysson spinosus","","Bees","Arthropods","2495127","iyNysSpin1.1","GCA_910591585.1","314,615,744","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Ochlodes sylvanus","","Moths","Lepidoptera","876063","ilOchSylv3.1_alternate_haplotype","GCA_905404205.1","307,650,462","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Ochlodes sylvanus","","Moths","Lepidoptera","876063","ilOchSylv3.1","GCA_905404295.1","379,669,142","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Ocypus olens","NEW","Beetles","Arthropods","662956","icOcyOlen1.1_alternate_haplotype","GCA_910593855.1","1,026,201,292","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Ocypus olens","NEW","Beetles","Arthropods","662956","icOcyOlen1.1","GCA_910593695.1","1,083,850,194","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Odocoileus hemionus hemionus","","Mule deer","Mammals","9877","UofA_Ohem_1.0","GCA_004115125.1","2,343,684,856","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Odocoileus virginianus texanus","","White-tailed deer","Mammals","9880","Ovir.te_1.0","GCA_002102435.1","2,380,505,687","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Oncorhynchus gorbuscha","","Pink salmon (Odd year)","Fish","8017","Ogor_1.0","GCA_017355495.1","2,533,379,430","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Oncorhynchus kisutch","","Coho salmon","Fish","8019","Okis_V2","GCA_002021735.2","2,375,894,934","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Oncorhynchus mykiss","","Rainbow trout","Fish","8022","USDA_OmykA_1.1","GCA_013265735.3","2,341,671,972","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Oncorhynchus nerka","","Sockeye salmon","Fish","8023","Oner_1.0","GCA_006149115.1","1,927,141,915","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Onthophagus taurus","","Dung beetle","Arthropods","166361","Otau_2.0","GCA_000648695.2","267,079,363","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Ooceraea biroi","","Clonal raider ant (clonal line C1)","Arthropods","2015173","Obir_v5.4","GCA_003672135.1","223,876,465","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Orbicella faveolata","","Mountainous star coral (FL)","Metazoa","48498","ofav_dov_v1","GCA_002042975.1","485,548,939","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Ornithorhynchus anatinus","","Platypus","Mammals","9258","mOrnAna1.p.v1","GCA_004115215.2","1,858,552,590","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Orussus abietinus","","Parasitic wood wasp (OABI.00-Male)","Arthropods","222816","Oabi_2.0","GCA_000612105.2","186,398,216","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Osmia bicornis bicornis","","Red mason bee","Arthropods","1437191","iOsmBic2.1","GCA_907164935.1","222,969,496","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Otus sunia","","Oriental scops-owl","Birds","257818","OtuSun1.0","GCA_010365825.1","1,231,433,939","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Ovis aries","","Sheep (Texel)","Mammals","9940","Oar_v4.0","GCA_000298735.2","2,615,516,299","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Ovis aries","","Sheep","Mammals","9940","Oar_rambouillet_v1.0","GCA_002742125.1","2,869,914,396","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Panthera leo x Panthera tigris","","Tiger","Mammals","235915","P.tigris_Pti1_mat1.0","GCA_018350195.1","2,408,678,698","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Panthera leo x Panthera tigris","","Lion","Mammals","235915","P.leo_Ple1_pat1.0","GCA_018350215.1","2,297,552,363","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pantherophis guttatus","","Corn snake","Reptiles","94885","UNIGE_PanGut_3.0","GCA_001185365.2","1,706,961,544","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Papilio machaon","","Common yellow swallowtail","Lepidoptera","76193","ilPapMach1.1_alternate_haplotype","GCA_912999765.1","255,982,418","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Papilio machaon","","Common yellow swallowtail","Lepidoptera","76193","ilPapMach1.1","GCA_912999745.1","252,114,018","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Papio anubis","","Olive baboon","Mammals","9555","Panubis1.0","GCA_008728515.1","2,869,821,163","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Parambassis ranga","","Indian glassy fish","Fish","210632","fParRan2.2","GCA_900634625.2","551,012,959","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Parambassis ranga","","Indian glassy fish","Fish","210632","fParRan2.1","GCA_900634625.1","551,012,959","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Parapoynx stratiotata","","Moths","Lepidoptera","1594321","ilParStra1.1_alternate_haplotype","GCA_910589245.1","452,850,288","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Parapoynx stratiotata","","Moths","Lepidoptera","1594321","ilParStra1.1","GCA_910589355.1","478,233,360","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pararge aegeria","","Speckled Wood Butterfly","Lepidoptera","116150","ilParAegt1.1_alternate_haplotype","GCA_905163545.1","440,921,836","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pararge aegeria","","Speckled Wood Butterfly","Lepidoptera","116150","ilParAegt1.1","GCA_905163445.1","516,571,003","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Parasteatoda tepidariorum","","Common house spider (Goettingen)","Arthropods","114398","Ptep_3.0","GCA_000365465.3","1,228,972,128","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Passer domesticus","","House sparrow","Birds","48849","Passer_domesticus-1.0","GCA_001700915.1","1,042,703,894","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Penaeus monodon","","Black tiger shrimp (SGIC_2016)","Arthropods","6687","NSTDA_Pmon_1","GCA_015228065.1","2,394,347,767","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Periophthalmus magnuspinnatus","","Korean giant-fin mudskipper","Fish","409849","fPerMag1.pri","GCA_009829125.1","752,621,858","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Peromyscus eremicus","","Cactus mouse","Mammals","42410","Peer1.7.4","GCA_902702925.1","2,713,541,378","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Peromyscus leucopus","","White-footed mouse","Mammals","10041","Pero_0.1","GCA_004664715.1","2,474,071,336","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Phacochoerus africanus","","Common warthog","Mammals","41426","ROS_Pafr_v1","GCA_016906955.1","2,435,083,091","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pheosia gnoma","","Moths","Lepidoptera","988018","ilPheGnom1.1_alternate_haplotype","GCA_905404125.1","276,440,668","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pheosia gnoma","","Moths","Lepidoptera","988018","ilPheGnom1.1","GCA_905404115.1","271,333,527","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pheosia tremula","","Moths","Lepidoptera","988019","ilPheTrem1.1_alternate_haplotype","GCA_905333115.1","295,036,384","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pheosia tremula","","Moths","Lepidoptera","988019","ilPheTrem1.1","GCA_905333125.1","290,204,870","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlebotomus perniciosus","","Sand fly (Infravec2 Murcia)","Arthropods","13204","pperniciosus_illum_n82538_165Mb","GCA_918844115.1","165,589,747","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.1","GCA_905147745.1","538,644,470","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phlogophora meticulosa","","Moths","Lepidoptera","875884","ilPhlMeti2.1_alternate_haplotype","GCA_905147725.1","507,279,698","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phoca vitulina","","Harbor seal","Mammals","9720","GSC_HSeal_1.0","GCA_004348235.1","2,363,596,144","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Phocoena sinus","","Vaquita","Mammals","42100","mPhoSin1.pri","GCA_008692025.1","2,371,524,154","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1.pri.v3","GCA_004126475.3","2,108,832,841","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Phyllostomus discolor","","Pale spear-nosed bat","Mammals","89673","mPhyDis1_v1.p","GCA_004126475.2","2,117,764,065","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris brassicae","","Large cabbage white","Lepidoptera","7116","ilPieBrab1.1","GCA_905147105.1","292,325,833","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris brassicae","","Large cabbage white","Lepidoptera","7116","ilPieBrab1.1_alternate_haplotype","GCA_905147085.1","264,942,436","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.1","GCA_905475465.1","319,186,907","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Butterflies","Lepidoptera","78633","ilPieNapi1.1_alternate_haplotype","GCA_905475415.1","306,647,215","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Green Veined White","Lepidoptera","78633","ilPieNapi4.1_alternate_haplotype","GCA_905231895.1","313,474,378","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris napi","","Green Veined White","Lepidoptera","78633","ilPieNapi4.1","GCA_905231885.1","319,989,255","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris rapae","","Cabbage white","Lepidoptera","64459","ilPieRapa1.1_alternate_haplotype","GCA_905147735.1","241,658,777","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pieris rapae","","Cabbage white","Lepidoptera","64459","ilPieRapa1.1","GCA_905147795.1","256,355,036","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pipra filicauda","","Wire-tailed manakin","Birds","649802","ASM394559v1","GCA_003945595.1","1,110,963,465","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Platycheirus albimanus","NEW","Flies","Arthropods","414846","idPlaAlba1.1_alternate_haplotype","GCA_916050315.1","665,330,124","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Platycheirus albimanus","NEW","Flies","Arthropods","414846","idPlaAlba1.1","GCA_916050605.1","677,801,803","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.1_alternate_haplotype","GCA_905404165.1","381,919,582","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Plebejus argus","","Butterflies","Lepidoptera","242267","ilPleArgu1.1","GCA_905404155.1","382,092,912","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pocillopora damicornis","","Cauliflower coral (RSMAS)","Metazoa","46731","GCA003704095v1","GCA_003704095.1","234,350,878","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Poecile atricapillus","","Black-capped chickadee","Birds","48891","CUB_Patr_1.0","GCA_011421415.1","1,047,790,189","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pomacea canaliculata","","Apple snail (SZHN2017)","Metazoa","400727","GCA003073045v1","GCA_003073045.1","440,159,624","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Pongo abelii","","Sumatran orangutan","Mammals","9601","Susie_PABv2","GCA_002880775.3","3,065,052,215","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Priapulus caudatus","","Penis worm","Metazoa","37621","Priapulus_caudatus-5.0.1","GCA_000485595.2","511,738,253","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Psammomys obesus","","Fat sand rat","Mammals","48139","ASM221593v2","GCA_002215935.2","2,365,774,835","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pseudochaenichthys georgianus","","South Georgia icefish","Fish","52239","fPseGeo1.1","GCA_902827115.1","1,026,101,545","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pseudoliparis sp. Yap Trench","","Bony fishes (Yap trench)","Fish","2499240","ASM433547v1","GCA_004335475.1","840,640,641","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pteropus giganteus","","Indian flying fox","Mammals","143291","Ma_sr-lr_union100","GCA_902729225.1","1,985,219,947","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pterostichus madidus","NEW","Beetles","Arthropods","767470","icPteMadi1.1","GCA_911728475.1","705,139,919","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pterostichus madidus","NEW","Beetles","Arthropods","767470","icPteMadi1.1_alternate_haplotype","GCA_911728425.1","594,613,092","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pygocentrus nattereri","","Red-bellied piranha","Fish","42514","fPygNat1.pri","GCA_015220715.1","1,222,050,449","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Pyrgus malvae","","Grizzled skipper","Lepidoptera","218760","ilPyrMalv3.1","GCA_911387765.1","724,634,141","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Pyrgus malvae","","Grizzled skipper","Lepidoptera","218760","ilPyrMalv3.1_alternate_haplotype","GCA_911387725.1","724,831,075","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Rattus norvegicus","","Norway rat (BN/NHsdMcwi)","Mammals","10116","mRatBN7.2","GCA_015227675.2","2,647,915,728","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rhagoletis pomonella","","Apple magot fly (Grant_MI)","Arthropods","28610","Rhpom_1.0","GCA_013731165.1","1,223,288,327","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhagonycha fulva","NEW","Beetles","Arthropods","41101","icRhaFulv1.1","GCA_905340355.1","424,661,649","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhagonycha fulva","NEW","Beetles","Arthropods","41101","icRhaFulv1.1_alternate_haplotype","GCA_905340395.1","363,526,809","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhipicephalus microplus","","Southern cattle tick (Rmic-2018)","Arthropods","6941","GCA013339725v1","GCA_013339725.1","2,529,930,304","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhipicephalus sanguineus","","Brown dog tick (Rsan-2018)","Arthropods","34632","GCA013339695v1","GCA_013339695.1","2,365,540,030","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Rhizomys pruinosus","","Hoary bamboo rat","Mammals","53275","RhiPru_1.0","GCA_009823505.1","3,711,971,808","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Rhopalosiphum maidis","","Corn leaf aphid (BTI-1)","Arthropods","43146","GCA003676215v3","GCA_003676215.3","326,023,155","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Rousettus aegyptiacus","","Egyptian rousette","Mammals","9407","Raegyp2.0","GCA_001466805.2","1,910,250,568","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Saccoglossus kowalevskii","","Acorn worm","Metazoa","10224","GCA000003605v1","GCA_000003605.1","775,840,395","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Saimiri boliviensis boliviensis","","Bolivian squirrel monkey (Bolivian squirrel monkey)","Mammals","39432","BCM_Sbol_2.0","GCA_016699345.1","2,651,399,628","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salarias fasciatus","","Jewelled blenny","Fish","181472","fSalaFa1.1","GCA_902148845.1","797,490,645","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Salmo salar","","Atlantic salmon","Fish","8030","Ssal_v3.1","GCA_905237065.2","2,756,584,103","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Salmo trutta","","Brown trout","Fish","8032","fSalTru1.1","GCA_901001165.1","2,371,880,186","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sander lucioperca","","Pike-perch","Fish","283035","SLUC_FBN_1","GCA_008315115.1","900,477,767","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sapajus apella","","Tufted capuchin","Mammals","9515","GSC_monkey_1.0","GCA_009761245.1","2,729,201,088","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sarcophilus harrisii","","Tasmanian devil","Mammals","9305","mSarHar1.11","GCA_902635505.1","3,086,674,442","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sarcoptes scabiei","","Itch mite (SSS_KF_BRIS2020)","Arthropods","52283","GCA014595675v1","GCA_014595675.1","56,576,587","The University of Melbourne, Faculty of Veterinary and Agricultural Sciences","FASTA/GTF/GFF3/TSV","FASTA",""
"Scaeva pyrastri","NEW","Flies","Arthropods","219539","idScaPyra1.1_alternate_haplotype","GCA_905147095.1","325,217,936","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Scaeva pyrastri","NEW","Flies","Arthropods","219539","idScaPyra1.1","GCA_905146935.1","320,029,822","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sciurus carolinensis","","Gray squirrel","Mammals","30640","mSciCar1.2","GCA_902686445.2","2,815,397,268","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sciurus vulgaris","","Eurasian red squirrel","Mammals","55149","mSciVul1.1","GCA_902686455.1","2,878,591,032","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sciurus vulgaris","","Eurasian red squirrel","Mammals","55149","mSciVul1.2","GCA_902686455.2","2,878,591,032","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Scleropages formosus","","Asian bonytongue","Fish","113540","fSclFor1.1","GCA_900964775.1","784,546,363","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Scophthalmus maximus","","Turbot","Fish","52904","ASM1334776v1","GCA_013347765.1","556,696,898","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sebastes umbrosus","","Honeycomb rockfish","Fish","72105","fSebUmb1.pri","GCA_015220745.1","800,904,020","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Sigmodon hispidus","","Hispid cotton rat","Mammals","42415","SigHis_v1_BIUU","GCA_004025045.1","2,730,600,022","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sipha flava","","Yellow sugarcane aphid (LNK)","Arthropods","143950","YSA_version1","GCA_003268045.1","353,179,758","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Sousa chinensis","","Indo-pacific humpbacked dolphin","Mammals","103600","ASM776064v1","GCA_007760645.1","2,338,882,461","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sparus aurata","","Gilthead seabream","Fish","8175","fSpaAur1.1","GCA_900880675.1","833,578,411","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Sphaeramia orbicularis","","Orbiculate cardinalfish","Fish","375764","fSphaOr1.1","GCA_902148855.1","1,342,662,642","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Strigops habroptila","","Kakapo","Birds","2489341","bStrHab1_v1.p","GCA_004027225.1","1,165,621,973","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Strix occidentalis caurina","","Northern spotted owl","Birds","311401","Soccid_v01","GCA_002372975.1","1,255,541,132","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Stylophora pistillata","","Hood coral (CSM Monaco)","Metazoa","50429","Stylophora_pistillata_v1","GCA_002571385.1","400,120,318","NCBI","FASTA/GTF/GFF3/TSV","FASTA",""
"Sus scrofa","","Pig","Mammals","9823","Sscrofa11.1","GCA_000003025.6","2,501,912,388","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Syncerus caffer","","African buffalo","Mammals","9970","synceruscaffer","GCA_902825105.1","2,652,966,730","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Syritta pipiens","NEW","Flies","Arthropods","34682","idSyrPipi1.1","GCA_905187475.1","318,506,762","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Syritta pipiens","NEW","Flies","Arthropods","34682","idSyrPipi1.1_alternate_haplotype","GCA_905147025.1","314,927,444","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tachina fera","NEW","Flies","Arthropods","631328","idTacFera2.1","GCA_905220375.1","751,720,058","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tachina fera","NEW","Flies","Arthropods","631328","idTacFera2.1_alternate_haplotype","GCA_905220395.1","737,856,926","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Taeniopygia guttata","","Zebra finch","Birds","59729","bTaeGut1_v1.p","GCA_003957565.2","1,057,995,280","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Taeniopygia guttata","","Zebra finch","Birds","59729","bTaeGut2.pat.W","GCA_008822105.1","1,115,324,003","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Takifugu rubripes","","Fugu","Fish","31033","fTakRub1.2","GCA_901000725.2","384,110,215","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Tenthredo notha","","Hymenopterans","Arthropods","362091","iyTenNoth1.1","GCA_914767705.1","252,821,996","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thalassophryne amazonica","","Prehistoric monster fish","Fish","390379","fThaAma1.1","GCA_902500255.1","2,446,592,878","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thamnaconus septentrionalis","","Bony fishes","Fish","435163","ASM982339v1","GCA_009823395.1","474,309,635","Ensembl","FASTA/GTF/GFF3/TSV","FASTA","BAM"
"Thamnophis elegans","","Western terrestrial garter snake","Reptiles","35005","rThaEle1.pri","GCA_009769535.1","1,672,190,305","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thunnus orientalis","","Pacific bluefin tuna","Fish","8238","tuna2","GCA_009176245.1","786,596,543","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thyatira batis","","Peach Blossom","Lepidoptera","721163","ilThyBati1.1","GCA_905147785.1","314,783,516","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
"Thyatira batis","","Peach Blossom","Lepidoptera","721163","ilThyBati1.1_alternate_haplotype","GCA_905147775.1","313,021,370","Ensembl","FASTA/GTF/GFF3/TSV","FASTA",""
